results_dir,tag,dataset,resolution,mode,precision,batch_size,mean_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms,device,source,input_bank,sample_index,peak_ram_mb,avg_vdd_in_mw,peak_vdd_in_mw,avg_power_w,energy_per_inf_j
results/jetson_fno,burgers_fno_base_pad40_seed1_eager_fp32,burgers,[2048],eager,fp32,1,4.650685857050121,4.647364607080817,4.731189925223589,4.754581954330206,4.559153690934181,4.781975876539946,cuda,artifacts/checkpoints/burgers_fno_base_pad40_seed1_best.pt,artifacts/benchmark_inputs/burgers_r2048_bank.pt,0,2319,9686.175,10461,9.686174999999999,0.04504735708141245
results/jetson_fno,burgers_fno_base_pad40_seed1_torchscript_fp32,burgers,[2048],torchscript,fp32,1,3.236024915240705,3.2118563540279865,3.425878006964922,3.5113198682665825,3.140399232506752,3.5656574182212353,cuda,artifacts/torchscript/burgers_fno_base_pad40_seed1.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,0,2352,9675.5,10625,9.6755,0.03131015906741144
results/jetson_fno,burgers_fno_base_r1024_seed0_eager_fp32,burgers,[1024],eager,fp32,1,4.758374439552426,4.757368005812168,4.829913843423128,4.907418973743916,4.659062251448631,4.944348707795143,cuda,artifacts/checkpoints/burgers_fno_base_r1024_seed0_best.pt,artifacts/benchmark_inputs/burgers_r1024_bank.pt,0,2339,9657.125,10256,9.657125,0.04595221675956273
results/jetson_fno,burgers_fno_base_r1024_seed0_torchscript_fp32,burgers,[1024],torchscript,fp32,1,3.196423975750804,3.1955051235854626,3.254322335124016,3.2922113314270973,3.1032785773277283,3.299891948699951,cuda,artifacts/torchscript/burgers_fno_base_r1024_seed0.ts,artifacts/benchmark_inputs/burgers_r1024_bank.pt,0,2357,9618.309523809523,10214,9.618309523809524,0.03074419516809706
results/jetson_fno,burgers_fno_base_r2048_seed2_eager_fp32,burgers,[2048],eager,fp32,1,4.81193867046386,4.812074126675725,4.880508873611689,4.936702083796263,4.7395131550729275,4.940669052302837,cuda,artifacts/checkpoints/burgers_fno_base_r2048_seed2_best.pt,artifacts/benchmark_inputs/burgers_r2048_bank.pt,0,2345,9740.552631578947,10748,9.740552631578947,0.046870941879583246
results/jetson_fno,burgers_fno_base_r2048_seed2_torchscript_fp32,burgers,[2048],torchscript,fp32,1,3.239669520407915,3.2389620319008827,3.2961159013211727,3.381269983947277,3.158960025757551,3.4072869457304478,cuda,artifacts/torchscript/burgers_fno_base_r2048_seed2.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,0,2363,9696.619047619048,10830,9.696619047619048,0.03141384117957826
results/jetson_fno,burgers_fno_base_r4096_seed0_eager_fp32,burgers,[4096],eager,fp32,1,4.935651998966932,4.905278095975518,5.11907460168004,5.45261986553669,4.8083472065627575,5.453547928482294,cuda,artifacts/checkpoints/burgers_fno_base_r4096_seed0_best.pt,artifacts/benchmark_inputs/burgers_r4096_bank.pt,0,2353,10018.71794871795,12146,10.01871794871795,0.049448905270675636
results/jetson_fno,burgers_fno_base_r4096_seed0_torchscript_fp32,burgers,[4096],torchscript,fp32,1,3.337754965759814,3.3249175176024437,3.4044398926198483,3.768577240407467,3.2412027940154076,3.868867177516222,cuda,artifacts/torchscript/burgers_fno_base_r4096_seed0.ts,artifacts/benchmark_inputs/burgers_r4096_bank.pt,0,2371,9922.214285714286,12369,9.922214285714286,0.033117920003475826
results/jetson_fno,burgers_fno_base_r512_seed2_eager_fp32,burgers,[512],eager,fp32,1,4.7839142475277185,4.766922909766436,4.92143863812089,5.121412221342325,4.673080984503031,5.153477191925049,cuda,artifacts/checkpoints/burgers_fno_base_r512_seed2_best.pt,artifacts/benchmark_inputs/burgers_r512_bank.pt,0,2360,9633.263157894737,10107,9.633263157894737,0.04608470487123649
results/jetson_fno,burgers_fno_base_r512_seed2_torchscript_fp32,burgers,[512],torchscript,fp32,1,3.1933573121204972,3.193875076249242,3.2451720908284187,3.316278103739023,3.088688012212515,3.34440590813756,cuda,artifacts/torchscript/burgers_fno_base_r512_seed2.ts,artifacts/benchmark_inputs/burgers_r512_bank.pt,0,2375,9605.02380952381,10025,9.605023809523809,0.03067227301523433
results/jetson_fno,burgers_fno_base_r8192_seed1_eager_fp32,burgers,[8192],eager,fp32,1,5.292606874136254,5.1014365162700415,6.107438006438315,6.144368089735508,4.822978982701898,6.239218986593187,cuda,artifacts/checkpoints/burgers_fno_base_r8192_seed1_best.pt,artifacts/benchmark_inputs/burgers_r8192_bank.pt,0,3068,7415.613636363636,11859,7.415613636363636,0.03924792770775672
results/jetson_fno,burgers_fno_base_r8192_seed1_torchscript_fp32,burgers,[8192],torchscript,fp32,1,4.276001018006355,3.9634944987483323,5.919239949434996,5.9643619460985065,3.3100000582635403,6.061644991859794,cuda,artifacts/torchscript/burgers_fno_base_r8192_seed1.ts,artifacts/benchmark_inputs/burgers_r8192_bank.pt,0,3083,7214.125,11900,7.214125,0.030847605844025097
results/jetson_fno,burgers_fno_base_seed3_eager_fp32,burgers,[2048],eager,fp32,1,4.797510839998722,4.797296831384301,4.862578120082617,4.913331009447575,4.690797999501228,4.954036325216293,cuda,artifacts/checkpoints/burgers_fno_base_seed3_best.pt,artifacts/benchmark_inputs/burgers_r2048_bank.pt,0,2251,9777.315789473685,10789,9.777315789473684,0.046906778486090664
results/jetson_fno,burgers_fno_base_seed3_torchscript_fp32,burgers,[2048],torchscript,fp32,1,3.2464150711894035,3.24857234954834,3.3118221908807755,3.3395662903785706,3.1438181176781654,3.346286714076996,cuda,artifacts/torchscript/burgers_fno_base_seed3.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,0,2278,9695.642857142857,10830,9.695642857142857,0.031476081096298465
results/jetson_fno,burgers_fno_large_seed0_eager_fp32,burgers,[2048],eager,fp32,1,6.601604367606342,6.593899568542838,6.701421923935413,6.836786400526762,6.495720706880093,6.879411172121763,cuda,artifacts/checkpoints/burgers_fno_large_seed0_best.pt,artifacts/benchmark_inputs/burgers_r2048_bank.pt,0,2406,9868.738095238095,11117,9.868738095238095,0.0651495045122869
results/jetson_fno,burgers_fno_large_seed0_torchscript_fp32,burgers,[2048],torchscript,fp32,1,4.285124335438013,4.280704073607922,4.377010278403759,4.428564105182886,4.162989091128111,4.429523833096027,cuda,artifacts/torchscript/burgers_fno_large_seed0.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,0,2396,9815.40909090909,11468,9.81540909090909,0.042060248357734045
results/jetson_fno,burgers_fno_small_seed2_eager_fp32,burgers,[2048],eager,fp32,1,4.8651965521276,4.861135501414537,4.92102513089776,4.9340492114424706,4.796062130481005,4.986274987459183,cuda,artifacts/checkpoints/burgers_fno_small_seed2_best.pt,artifacts/benchmark_inputs/burgers_r2048_bank.pt,0,2379,9683.026315789473,10256,9.683026315789473,0.047109826245739755
results/jetson_fno,burgers_fno_small_seed2_torchscript_fp32,burgers,[2048],torchscript,fp32,1,3.2457223581150174,3.24509316124022,3.290134947746992,3.3031911589205265,3.1672841869294643,3.3467113971710205,cuda,artifacts/torchscript/burgers_fno_small_seed2.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,0,2403,9624.761904761905,10256,9.624761904761904,0.031239304905819394
results/jetson_fno,darcy_fno_base_modes12_seed1_eager_fp32,darcy,"[141, 141]",eager,fp32,1,8.668288835324347,8.173784939572215,11.04858098551631,14.509888831526041,7.4885510839521885,14.564129989594221,cuda,artifacts/checkpoints/darcy_fno_base_modes12_seed1_best.pt,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,2565,12105.302325581395,20021,12.105302325581395,0.10493225699706306
results/jetson_fno,darcy_fno_base_modes12_seed1_torchscript_fp32,darcy,"[141, 141]",torchscript,fp32,1,7.293179323896766,6.934536388143897,8.613094221800566,10.79417485743761,6.896312348544598,13.020891230553389,cuda,artifacts/torchscript/darcy_fno_base_modes12_seed1.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,2537,11658.083333333334,19859,11.658083333333334,0.08502449232293216
results/jetson_fno,darcy_fno_base_modes24_seed1_eager_fp32,darcy,"[141, 141]",eager,fp32,1,10.02908072900027,9.831862291321158,10.718814097344875,14.573412947356701,9.750403929501772,15.597984194755554,cuda,artifacts/checkpoints/darcy_fno_base_modes24_seed1_best.pt,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,2760,12495.14,20716,12.49514,0.12531476778016043
results/jetson_fno,darcy_fno_base_modes24_seed1_torchscript_fp32,darcy,"[141, 141]",torchscript,fp32,1,9.509550500661135,9.297961136326194,9.780069813132286,14.148314949125051,9.267991874366999,17.510676756501198,cuda,artifacts/torchscript/darcy_fno_base_modes24_seed1.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,2630,12193.607843137255,20636,12.193607843137256,0.11595572956957143
results/jetson_fno,darcy_fno_base_nocoords_seed2_eager_fp32,darcy,"[141, 141]",eager,fp32,1,7.991833724081516,7.7884329948574305,8.54154210537672,12.610547244548798,7.754865102469921,14.873838983476162,cuda,artifacts/checkpoints/darcy_fno_base_nocoords_seed2_best.pt,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,2668,12158.0,20595,12.158,0.09716471441738306
results/jetson_fno,darcy_fno_base_nocoords_seed2_torchscript_fp32,darcy,"[141, 141]",torchscript,fp32,1,7.614447269588709,7.424695882946253,8.429857902228832,11.50162098929286,7.4005830101668835,12.205767910927534,cuda,artifacts/torchscript/darcy_fno_base_nocoords_seed2.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,2608,11821.729166666666,20264,11.821729166666666,0.0900159333749422
results/jetson_fno,darcy_fno_base_pad0_seed1_eager_fp32,darcy,"[141, 141]",eager,fp32,1,10.829322133213282,10.601135203614831,11.338193900883198,16.072401776909828,10.561405215412378,18.253260292112827,cuda,artifacts/checkpoints/darcy_fno_base_pad0_seed1_best.pt,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,2686,12766.4375,20999,12.7664375,0.13825186418103402
results/jetson_fno,darcy_fno_base_pad0_seed1_torchscript_fp32,darcy,"[141, 141]",torchscript,fp32,1,10.4761754674837,10.130370268598199,11.664380319416523,15.995984897017479,10.072847828269005,16.87962468713522,cuda,artifacts/torchscript/darcy_fno_base_pad0_seed1.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,2618,12464.5,21040,12.4645,0.13058028911445058
results/jetson_fno,darcy_fno_base_pad15_seed0_eager_fp32,darcy,"[141, 141]",eager,fp32,1,8.565548020415008,8.362178923562169,9.325981140136719,12.618901673704386,8.326369803398848,15.216412954032421,cuda,artifacts/checkpoints/darcy_fno_base_pad15_seed0_best.pt,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,2688,12064.875,20264,12.064875,0.10334226617280452
results/jetson_fno,darcy_fno_base_pad15_seed0_torchscript_fp32,darcy,"[141, 141]",torchscript,fp32,1,7.970276353880763,7.77224381454289,9.001556783914566,11.777759995311499,7.746770977973938,12.82732468098402,cuda,artifacts/torchscript/darcy_fno_base_pad15_seed0.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,2626,11874.541666666666,20102,11.874541666666666,0.0946433786590052
results/jetson_fno,darcy_fno_base_r141_seed0_eager_fp32,darcy,"[141, 141]",eager,fp32,1,8.300800491124392,8.063691901043057,9.83799621462822,11.8972840718925,8.010202087461948,12.939488980919123,cuda,artifacts/checkpoints/darcy_fno_base_r141_seed0_best.pt,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,2683,12095.111111111111,20192,12.09511111111111,0.1003991042513152
results/jetson_fno,darcy_fno_base_r141_seed0_torchscript_fp32,darcy,"[141, 141]",torchscript,fp32,1,7.7145782532170415,7.515821373090148,8.697581011801958,11.742305010557175,7.491724565625191,13.809402007609606,cuda,artifacts/torchscript/darcy_fno_base_r141_seed0.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,2622,11783.375,20021,11.783375,0.09090376852450135
results/jetson_fno,darcy_fno_base_r211_seed1_eager_fp32,darcy,"[211, 211]",eager,fp32,1,16.674556266516447,16.41187397763133,17.53097726032138,23.311486933380365,15.878227073699236,23.596839047968388,cuda,artifacts/checkpoints/darcy_fno_base_r211_seed1_best.pt,artifacts/benchmark_inputs/darcy_r211_bank.pt,0,2719,13691.754385964912,21282,13.691754385964913,0.2283039288960953
results/jetson_fno,darcy_fno_base_r211_seed1_torchscript_fp32,darcy,"[211, 211]",torchscript,fp32,1,15.4623620538041,15.318228863179684,16.541351098567247,19.071948248893023,14.997596386820078,23.25724670663476,cuda,artifacts/torchscript/darcy_fno_base_r211_seed1.ts,artifacts/benchmark_inputs/darcy_r211_bank.pt,0,2652,13437.793103448275,21490,13.437793103448275,0.20778002216962904
results/jetson_fno,darcy_fno_base_r281_seed1_eager_fp32,darcy,"[281, 281]",eager,fp32,1,35.04297106061131,34.53442361205816,38.57882274314761,43.474284932017326,33.78998627886176,46.035443898290396,cuda,artifacts/checkpoints/darcy_fno_base_r281_seed1_best.pt,artifacts/benchmark_inputs/darcy_r281_bank.pt,0,2820,16048.15,21732,16.04815,0.5623748560263493
results/jetson_fno,darcy_fno_base_r281_seed1_torchscript_fp32,darcy,"[281, 281]",torchscript,fp32,1,33.6131129367277,33.19221246056259,36.80399293079972,41.649534832686186,32.013299874961376,42.02250437811017,cuda,artifacts/torchscript/darcy_fno_base_r281_seed1.ts,artifacts/benchmark_inputs/darcy_r281_bank.pt,0,2761,15836.125,21853,15.836125,0.532301458105137
results/jetson_fno,darcy_fno_base_r421_seed1_eager_fp32,darcy,"[421, 421]",eager,fp32,1,78.67981235845946,78.61402141861618,79.52222705353051,79.91942297667265,78.11239000875503,79.95523407589644,cuda,artifacts/checkpoints/darcy_fno_base_r421_seed1_best.pt,artifacts/benchmark_inputs/darcy_r421_bank.pt,0,3388,17149.401459854016,21859,17.149401459854015,1.3493116889212047
results/jetson_fno,darcy_fno_base_r421_seed1_torchscript_fp32,darcy,"[421, 421]",torchscript,fp32,1,75.70075911469758,75.58538601733744,76.27771096304059,76.9485819619149,75.14916302170604,78.23393307626247,cuda,artifacts/torchscript/darcy_fno_base_r421_seed1.ts,artifacts/benchmark_inputs/darcy_r421_bank.pt,0,3393,16841.481751824816,21824,16.841481751824816,1.2749129532294654
results/jetson_fno,darcy_fno_base_r85_seed2_eager_fp32,darcy,"[85, 85]",eager,fp32,1,6.7119838343933225,6.522180512547493,7.302953861653805,9.850353002548218,6.399152800440788,10.063223075121641,cuda,artifacts/checkpoints/darcy_fno_base_r85_seed2_best.pt,artifacts/benchmark_inputs/darcy_r85_bank.pt,0,2810,11169.348837209302,16784,11.169348837209302,0.07496848883604869
results/jetson_fno,darcy_fno_base_r85_seed2_torchscript_fp32,darcy,"[85, 85]",torchscript,fp32,1,5.331521583721042,5.3300196304917336,5.353300832211971,5.370644852519035,5.306771025061607,5.4251099936664104,cuda,artifacts/torchscript/darcy_fno_base_r85_seed2.ts,artifacts/benchmark_inputs/darcy_r85_bank.pt,0,2748,11009.133333333333,17488,11.009133333333333,0.05869543198472944
results/jetson_fno,darcy_fno_base_seed0_eager_fp32,darcy,"[141, 141]",eager,fp32,1,8.254389152862132,8.03603557869792,9.342198260128498,9.936678223311901,7.993362843990326,10.85468614473939,cuda,artifacts/checkpoints/darcy_fno_base_seed0_best.pt,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,2568,11925.804347826086,20143,11.925804347826086,0.09844023004785168
results/jetson_fno,darcy_fno_base_seed0_torchscript_fp32,darcy,"[141, 141]",torchscript,fp32,1,8.904572753235698,7.656202418729663,11.886649765074253,14.046515338122845,7.48010165989399,14.516896102577448,cuda,artifacts/torchscript/darcy_fno_base_seed0.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,2509,11892.4,19243,11.8924,0.1058967410105802
results/jetson_fno,darcy_fno_large_seed0_eager_fp32,darcy,"[141, 141]",eager,fp32,1,29.074183008633554,28.485415503382683,32.0917721837759,36.388276144862175,28.26350601390004,41.58710828050971,cuda,artifacts/checkpoints/darcy_fno_large_seed0_best.pt,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,3685,14411.932584269663,21450,14.411932584269664,0.4190151654631454
results/jetson_fno,darcy_fno_large_seed0_torchscript_fp32,darcy,"[141, 141]",torchscript,fp32,1,28.187304330058396,27.65400242060423,29.496407136321068,39.03206391260028,27.519134804606438,40.25782598182559,cuda,artifacts/torchscript/darcy_fno_large_seed0.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,3133,14780.227848101265,21490,14.780227848101266,0.41661478042203454
results/jetson_fno,darcy_fno_small_seed4_eager_fp32,darcy,"[141, 141]",eager,fp32,1,7.449897895567119,7.364301476627588,7.422030903398991,8.607408963143826,7.302539888769388,14.654808677732944,cuda,artifacts/checkpoints/darcy_fno_small_seed4_best.pt,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,2646,11527.295454545454,18189,11.527295454545454,0.0858771741483986
results/jetson_fno,darcy_fno_small_seed4_torchscript_fp32,darcy,"[141, 141]",torchscript,fp32,1,6.933295712806284,6.8001586478203535,6.999619770795107,10.532070882618427,6.749853026121855,14.053001068532467,cuda,artifacts/torchscript/darcy_fno_small_seed4.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,2646,11308.375,18270,11.308375,0.07840430790630576
results/jetson_fno,smoke_burgers_base_eager_fp32,burgers,[2048],eager,fp32,1,5.031693773344159,4.931869683787227,5.261240992695093,5.261240992695093,4.793576896190643,5.3359949961304665,cuda,artifacts/checkpoints/burgers_fno_base_seed3_best.pt,artifacts/benchmark_inputs/burgers_r2048_bank.pt,0,,,,,
results/jetson_fno,smoke_burgers_base_ts_fp32,burgers,[2048],torchscript,fp32,1,3.4658178221434355,3.4046322107315063,3.6359988152980804,3.6359988152980804,3.3223573118448257,3.6483840085566044,cuda,artifacts/torchscript/burgers_fno_base_seed3.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,0,,,,,
results/jetson_fno_frontier,burgers_base_r4096_on_8192_eager_fp32,burgers,[4096],eager,fp32,1,4.820147040300071,4.815591033548117,4.886200651526451,4.914714954793453,4.748533014208078,4.977948032319546,cuda,artifacts/checkpoints/burgers_fno_base_r4096_seed0_best.pt,artifacts/benchmark_inputs/burgers_r8192_bank.pt,0,2249,10538.91304347826,16037,10.53891304347826,0.05079911051450155
results/jetson_fno_frontier,burgers_base_r4096_on_8192_torchscript_fp32,burgers,[4096],torchscript,fp32,1,4.167245281860232,4.037551116198301,4.430091008543968,7.166272960603237,4.01676632463932,8.260515052825212,cuda,artifacts/torchscript/burgers_fno_base_r4096_seed0.ts,artifacts/benchmark_inputs/burgers_r8192_bank.pt,0,2266,10741.568181818182,15971,10.741568181818183,0.044762749325461815
results/jetson_fno_frontier,darcy_base_r281_on_421_eager_fp32,darcy,"[281, 281]",eager,fp32,1,84.8663833970204,83.39967275969684,94.46882037445903,95.82169400528073,82.40316063165665,96.58520622178912,cuda,artifacts/checkpoints/darcy_fno_base_r281_seed1_best.pt,artifacts/benchmark_inputs/darcy_r421_bank.pt,0,2703,18668.917293233084,22181,18.668917293233083,1.5843634926147832
results/jetson_fno_frontier,darcy_base_r281_on_421_torchscript_fp32,darcy,"[281, 281]",torchscript,fp32,1,84.31983041577041,81.62849652580917,94.4732348434627,118.78654081374407,80.01844491809607,128.36380116641521,cuda,artifacts/torchscript/darcy_fno_base_r281_seed1.ts,artifacts/benchmark_inputs/darcy_r421_bank.pt,0,2660,18360.404411764706,22140,18.360404411764705,1.5481461863649628
results/jetson_fno_frontier,darcy_large_r141_on_421_eager_fp32,darcy,"[141, 141]",eager,fp32,1,202.70557341631502,200.7477784063667,211.85931004583836,212.5103399157524,198.38199391961098,215.79252369701862,cuda,artifacts/checkpoints/darcy_fno_large_seed0_best.pt,artifacts/benchmark_inputs/darcy_r421_bank.pt,0,3762,19042.36140350877,21530,19.04236140350877,3.8599927874989506
results/jetson_fno_frontier,darcy_large_r141_on_421_torchscript_fp32,darcy,"[141, 141]",torchscript,fp32,1,197.18268633354455,195.37197472527623,206.76135597750545,208.69482308626175,192.705811932683,209.21887084841728,cuda,artifacts/torchscript/darcy_fno_large_seed0.ts,artifacts/benchmark_inputs/darcy_r421_bank.pt,0,3432,19349.193308550184,21536,19.349193308550184,3.81532591496697
results/jetson_fno_sustained,burgers_base_ts_fp32_sustained,burgers,[2048],torchscript,fp32,1,3.2732041898183524,3.2136046793311834,3.602961078286171,4.880663938820362,3.092288039624691,7.127613760530949,cuda,artifacts/torchscript/burgers_fno_base_seed3.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,0,2892,11585.069306930693,12514,11.585069306930693,0.03792029739478154
results/jetson_fno_sustained,darcy_base_ts_fp32_sustained,darcy,"[141, 141]",torchscript,fp32,1,7.686195083707571,7.509483024477959,8.698351681232452,11.43504586070776,7.469161879271269,15.00850124284625,cuda,artifacts/torchscript/darcy_fno_base_seed0.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,2910,20523.21327014218,21818,20.52321327014218,0.1577454209388488
results/jetson_fno_sustained,darcy_large_ts_fp32_sustained,darcy,"[141, 141]",torchscript,fp32,1,28.70738641358912,28.096059570088983,31.725692097097635,39.879961870610714,27.832067105919123,45.103135984390974,cuda,artifacts/torchscript/darcy_fno_large_seed0.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,0,3185,21438.104904632153,22181,21.43810490463215,0.6154319614723353
results/jetson_fno_samples,burgers_base_ts_fp32_s0,burgers,[2048],torchscript,fp32,1,3.3195640705525875,3.2499616499990225,3.638362046331167,3.826785832643509,3.167686052620411,4.587424919009209,cuda,artifacts/torchscript/burgers_fno_base_seed3.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,0,2893,9832.558139534884,10895,9.832558139534884,0.0326398067216194
results/jetson_fno_samples,burgers_base_ts_fp32_s1,burgers,[2048],torchscript,fp32,1,3.2625812059268355,3.262682119384408,3.3321399241685867,3.361293114721775,3.160518128424883,3.3983509056270123,cuda,artifacts/torchscript/burgers_fno_base_seed3.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,1,2891,9928.142857142857,10854,9.928142857142857,0.032391372295471045
results/jetson_fno_samples,burgers_base_ts_fp32_s2,burgers,[2048],torchscript,fp32,1,3.107190579175949,3.0982266180217266,3.1888061203062534,3.3138361759483814,3.028831910341978,3.3286199904978275,cuda,artifacts/torchscript/burgers_fno_base_seed3.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,2,2891,9934.047619047618,10895,9.934047619047618,0.030866979174990025
results/jetson_fno_samples,burgers_base_ts_fp32_s3,burgers,[2048],torchscript,fp32,1,3.2650963868945837,3.2524398993700743,3.403502982109785,3.5283397883176804,3.162213135510683,3.6251116544008255,cuda,artifacts/torchscript/burgers_fno_base_seed3.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,3,2898,9946.214285714286,10977,9.946214285714285,0.032475348327565004
results/jetson_fno_samples,burgers_base_ts_fp32_s4,burgers,[2048],torchscript,fp32,1,3.2711169542744756,3.264104947447777,3.3487481996417046,3.3896779641509056,3.180901985615492,3.402095288038254,cuda,artifacts/torchscript/burgers_fno_base_seed3.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,4,2896,9951.142857142857,10813,9.951142857142857,0.03255135211440734
results/jetson_fno_samples,burgers_base_ts_fp32_s5,burgers,[2048],torchscript,fp32,1,3.267095861956477,3.266664920374751,3.338028211146593,3.3573880791664124,3.171428106725216,3.3718529157340527,cuda,artifacts/torchscript/burgers_fno_base_seed3.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,5,2900,9945.190476190477,10871,9.945190476190477,0.03249189065113088
