"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Section Name","Metric Name","Metric Unit","Minimum","Maximum","Average"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_executed.avg.per_cycle_active","inst/cycle","2.34","2.34","2.34"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_executed.avg.per_cycle_elapsed","inst/cycle","2.32","2.32","2.32"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_issued.avg.pct_of_peak_sustained_active","%","58.51","58.51","58.51"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_issued.avg.per_cycle_active","inst/cycle","2.34","2.34","2.34"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_issued.max.pct_of_peak_sustained_active","%","59.07","59.07","59.07"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__instruction_throughput.avg.pct_of_peak_sustained_active","%","59.57","59.57","59.57"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_active","%","59.57","59.57","59.57"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_active","%","15.02","15.02","15.02"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_active","%","0.00","0.00","0.00"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis","2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_active","%","0.00","0.00","0.00","2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 622, 1)","0","8.7","1","Compute Workload Analysis","2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis"
"sm__pipe_tensor_op_hmma_cycles_active.avg.pct_of_peak_sustained_active","%","0.00","0.00","0.00","2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis"
"sm__pipe_tensor_op_imma_cycles_active.avg.pct_of_peak_sustained_active","%","0.00","0.00","0.00","2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_active","%","15.27","15.27","15.27"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_executed_pipe_alu.avg.pct_of_peak_sustained_active","%","59.57","59.57","59.57"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_executed_pipe_cbu.avg.pct_of_peak_sustained_active","%","0.78","0.78","0.78"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_executed_pipe_fma.avg.pct_of_peak_sustained_active","%","14.35","14.35","14.35"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis","2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 622, 1)","0","8.7","1","Compute Workload Analysis","2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis"
"sm__inst_executed_pipe_fp64_op_dmma.avg.pct_of_peak_sustained_active","%","0.00","0.00","0.00","2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis"
"sm__inst_executed_pipe_fp64_op_fp64.avg.pct_of_peak_sustained_active","%","0.00","0.00","0.00","2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis"
"sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active","%","36.84","36.84","36.84","2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis","2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_executed_pipe_tensor_op_hmma.avg.pct_of_peak_sustained_active","%","0.00","0.00","0.00","2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_executed_pipe_tensor_op_imma.avg.pct_of_peak_sustained_active","%","0.00","0.00","0.00","2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_active","%","0.66","0.66","0.66","2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 622, 1)","0","8.7","1","Compute Workload Analysis","2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis"
"sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_active","%","0.00","0.00","0.00","2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","Compute Workload Analysis"
"sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_active","%","0.00","0.00","0.00",
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","GPU Speed Of Light Roofline Chart","sm__sass_thread_inst_executed_op_dfma_pred_on.sum.peak_sustained","inst/cycle","16.00","16.00","16.00"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","GPU Speed Of Light Roofline Chart","sm__sass_thread_inst_executed_op_ffma_pred_on.sum.peak_sustained","inst/cycle","1,024.00","1,024.00","1,024.00"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","GPU Speed Of Light Roofline Chart","smsp__sass_thread_inst_executed_op_dfma_pred_on.sum.per_cycle_elapsed","inst/cycle","0.00","0.00","0.00"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","GPU Speed Of Light Roofline Chart","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum.per_cycle_elapsed","inst/cycle","121.23","121.23","121.23"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","GPU Speed Of Light Throughput","gpc__cycles_elapsed.avg.per_second","hz","1,010,435,154.67","1,010,435,154.67","1,010,435,154.67"
"2073179","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 622, 1)","0","8.7","1","GPU Speed Of Light Throughput","gpc__cycles_elapsed.max","cycle","382,575.00","382,575.00","382,575.00"
